lesionTipo,fecha,lesionRango,granja,edadEnDias,ciclo,noGalpon,planVacuna,influenzaVacuna,newcastleVacuna,gumboroVacuna,lesionPromedio,nAnimal,sexoAnimales,bursometro,condicionHigado,integridadIntestinal
Cardiovascular,20-08-2020 00:00:00,0-3,Vergel,35,38,4,P1T3,Trovac,Merial,Bursavac,0,5,-,0,-,0
ErosionMolleja,20-08-2020 00:00:00,0-3,Vergel,35,38,4,P1T3,Trovac,Merial,Bursavac,0,5,-,0,-,0
ComedorCama,20-08-2020 00:00:00,0-1,Vergel,35,38,4,P1T3,Trovac,Merial,Bursavac,0,5,-,0,-,0
Proventriculitis,20-08-2020 00:00:00,0-3,Vergel,35,38,4,P1T3,Trovac,Merial,Bursavac,0,5,-,0,-,0
IntestinosEngrosados,20-08-2020 00:00:00,0-1,Vergel,35,38,4,P1T3,Trovac,Merial,Bursavac,0,5,-,0,-,0
IntestinosAdelgazados,20-08-2020 00:00:00,0-2,Vergel,35,38,4,P1T3,Trovac,Merial,Bursavac,0,5,-,0,-,0
E.acervulina,20-08-2020 00:00:00,0-4,Vergel,35,38,4,P1T3,Trovac,Merial,Bursavac,0,5,-,0,-,0
E.maxima,20-08-2020 00:00:00,0-4,Vergel,35,38,4,P1T3,Trovac,Merial,Bursavac,0,5,-,0,-,0
E.tenella,20-08-2020 00:00:00,0-4,Vergel,35,38,4,P1T3,Trovac,Merial,Bursavac,0,5,-,0,-,0
ExcesoMocoIntestinal,20-08-2020 00:00:00,0-2,Vergel,35,38,4,P1T3,Trovac,Merial,Bursavac,0,5,-,0,-,0
ExcesoFluidoIntestinal,20-08-2020 00:00:00,0-1,Vergel,35,38,4,P1T3,Trovac,Merial,Bursavac,0,5,-,0,-,0
DescamacionIntestinal,20-08-2020 00:00:00,0-2,Vergel,35,38,4,P1T3,Trovac,Merial,Bursavac,0,5,-,0,-,0
Tenias,20-08-2020 00:00:00,0-1,Vergel,35,38,4,P1T3,Trovac,Merial,Bursavac,0,5,-,0,-,0
EnteritisNecrotica,20-08-2020 00:00:00,0-1,Vergel,35,38,4,P1T3,Trovac,Merial,Bursavac,0,5,-,0,-,0
PasajeAlimento,20-08-2020 00:00:00,0-2,Vergel,35,38,4,P1T3,Trovac,Merial,Bursavac,0,5,-,0,-,0
GasCecal,20-08-2020 00:00:00,0-2,Vergel,35,38,4,P1T3,Trovac,Merial,Bursavac,0,5,-,0,-,0
HiperemiaIntestinal,20-08-2020 00:00:00,0-1,Vergel,35,38,4,P1T3,Trovac,Merial,Bursavac,0,5,-,0,-,0
QuemaduraAmoniaco,20-08-2020 00:00:00,0-1,Vergel,35,38,4,P1T3,Trovac,Merial,Bursavac,0,5,-,0,-,0
Aspergilosis,20-08-2020 00:00:00,0-1,Vergel,35,38,4,P1T3,Trovac,Merial,Bursavac,0,5,-,0,-,0
Ascitis,20-08-2020 00:00:00,0-1,Vergel,35,38,4,P1T3,Trovac,Merial,Bursavac,0,5,-,0,-,0
Ascaridios/GusanosRedondos,20-08-2020 00:00:00,0-1,Vergel,35,38,4,P1T3,Trovac,Merial,Bursavac,0,5,-,0,-,0
HemorragiasPetequiales,20-08-2020 00:00:00,0-1,Vergel,35,38,4,P1T3,Trovac,Merial,Bursavac,0,5,-,0,-,0
PiernasPalidas,28-08-2020 00:00:00,0-1,Amanecer,7,39,9,P2IANC3,Avimex,Merial,Bursavac,0,1,M,4,-,8
Rasguños,28-08-2020 00:00:00,0-1,Amanecer,7,39,9,P2IANC3,Avimex,Merial,Bursavac,0,1,M,4,-,8
LesionCojinetePlantar,28-08-2020 00:00:00,0-3,Amanecer,7,39,9,P2IANC3,Avimex,Merial,Bursavac,0,1,M,4,-,8
LesionCavidadOral,28-08-2020 00:00:00,0-1,Amanecer,7,39,9,P2IANC3,Avimex,Merial,Bursavac,0,1,M,4,-,8
RetencionSacoVitelino,28-08-2020 00:00:00,0-1,Amanecer,7,39,9,P2IANC3,Avimex,Merial,Bursavac,1,1,M,4,-,8
AtrofiaTimo,28-08-2020 00:00:00,0-2,Amanecer,7,39,9,P2IANC3,Avimex,Merial,Bursavac,0,1,M,4,-,8
DañoBolsa,28-08-2020 00:00:00,0-3,Amanecer,7,39,9,P2IANC3,Avimex,Merial,Bursavac,0,1,M,4,-,8
NecrosisCabezaFemur,28-08-2020 00:00:00,0-1,Amanecer,7,39,9,P2IANC3,Avimex,Merial,Bursavac,0,1,M,4,-,8
DiscondroplasiaTibial,28-08-2020 00:00:00,0-3,Amanecer,7,39,9,P2IANC3,Avimex,Merial,Bursavac,0,1,M,4,-,8
Traqueitis,28-08-2020 00:00:00,0-3,Amanecer,7,39,9,P2IANC3,Avimex,Merial,Bursavac,0,1,M,4,-,8
Aerosaculitis,28-08-2020 00:00:00,0-4,Amanecer,7,39,9,P2IANC3,Avimex,Merial,Bursavac,1,1,M,4,-,8
Cardiovascular,28-08-2020 00:00:00,0-3,Amanecer,7,39,9,P2IANC3,Avimex,Merial,Bursavac,0,1,M,4,-,8
ErosionMolleja,28-08-2020 00:00:00,0-3,Amanecer,7,39,9,P2IANC3,Avimex,Merial,Bursavac,1,1,M,4,-,8
ComedorCama,28-08-2020 00:00:00,0-1,Amanecer,7,39,9,P2IANC3,Avimex,Merial,Bursavac,0,1,M,4,-,8
Proventriculitis,28-08-2020 00:00:00,0-3,Amanecer,7,39,9,P2IANC3,Avimex,Merial,Bursavac,0,1,M,4,-,8
IntestinosEngrosados,28-08-2020 00:00:00,0-1,Amanecer,7,39,9,P2IANC3,Avimex,Merial,Bursavac,0,1,M,4,-,8
IntestinosAdelgazados,28-08-2020 00:00:00,0-2,Amanecer,7,39,9,P2IANC3,Avimex,Merial,Bursavac,1,1,M,4,-,8
E.acervulina,28-08-2020 00:00:00,0-4,Amanecer,7,39,9,P2IANC3,Avimex,Merial,Bursavac,0,1,M,4,-,8
E.maxima,28-08-2020 00:00:00,0-4,Amanecer,7,39,9,P2IANC3,Avimex,Merial,Bursavac,0,1,M,4,-,8
E.tenella,28-08-2020 00:00:00,0-4,Amanecer,7,39,9,P2IANC3,Avimex,Merial,Bursavac,0,1,M,4,-,8
ExcesoMocoIntestinal,28-08-2020 00:00:00,0-2,Amanecer,7,39,9,P2IANC3,Avimex,Merial,Bursavac,1,1,M,4,-,8
ExcesoFluidoIntestinal,28-08-2020 00:00:00,0-1,Amanecer,7,39,9,P2IANC3,Avimex,Merial,Bursavac,0,1,M,4,-,8
DescamacionIntestinal,28-08-2020 00:00:00,0-2,Amanecer,7,39,9,P2IANC3,Avimex,Merial,Bursavac,0,1,M,4,-,8
Tenias,28-08-2020 00:00:00,0-1,Amanecer,7,39,9,P2IANC3,Avimex,Merial,Bursavac,0,1,M,4,-,8
EnteritisNecrotica,28-08-2020 00:00:00,0-1,Amanecer,7,39,9,P2IANC3,Avimex,Merial,Bursavac,0,1,M,4,-,8
PasajeAlimento,28-08-2020 00:00:00,0-2,Amanecer,7,39,9,P2IANC3,Avimex,Merial,Bursavac,0,1,M,4,-,8
GasCecal,28-08-2020 00:00:00,0-2,Amanecer,7,39,9,P2IANC3,Avimex,Merial,Bursavac,0,1,M,4,-,8
HiperemiaIntestinal,28-08-2020 00:00:00,0-1,Amanecer,7,39,9,P2IANC3,Avimex,Merial,Bursavac,0,1,M,4,-,8
QuemaduraAmoniaco,28-08-2020 00:00:00,0-1,Amanecer,7,39,9,P2IANC3,Avimex,Merial,Bursavac,0,1,M,4,-,8
Aspergilosis,28-08-2020 00:00:00,0-1,Amanecer,7,39,9,P2IANC3,Avimex,Merial,Bursavac,0,1,M,4,-,8
Ascitis,28-08-2020 00:00:00,0-1,Amanecer,7,39,9,P2IANC3,Avimex,Merial,Bursavac,0,1,M,4,-,8
Ascaridios/GusanosRedondos,28-08-2020 00:00:00,0-1,Amanecer,7,39,9,P2IANC3,Avimex,Merial,Bursavac,0,1,M,4,-,8
HemorragiasPetequiales,28-08-2020 00:00:00,0-1,Amanecer,7,39,9,P2IANC3,Avimex,Merial,Bursavac,0,1,M,4,-,8
PiernasPalidas,28-08-2020 00:00:00,0-1,Amanecer,7,39,9,P2IANC3,Avimex,Merial,Bursavac,0,2,H,3,-,8
Rasguños,28-08-2020 00:00:00,0-1,Amanecer,7,39,9,P2IANC3,Avimex,Merial,Bursavac,0,2,H,3,-,8
LesionCojinetePlantar,28-08-2020 00:00:00,0-3,Amanecer,7,39,9,P2IANC3,Avimex,Merial,Bursavac,0,2,H,3,-,8
LesionCavidadOral,28-08-2020 00:00:00,0-1,Amanecer,7,39,9,P2IANC3,Avimex,Merial,Bursavac,0,2,H,3,-,8
RetencionSacoVitelino,28-08-2020 00:00:00,0-1,Amanecer,7,39,9,P2IANC3,Avimex,Merial,Bursavac,0,2,H,3,-,8
AtrofiaTimo,28-08-2020 00:00:00,0-2,Amanecer,7,39,9,P2IANC3,Avimex,Merial,Bursavac,0,2,H,3,-,8
DañoBolsa,28-08-2020 00:00:00,0-3,Amanecer,7,39,9,P2IANC3,Avimex,Merial,Bursavac,0,2,H,3,-,8
NecrosisCabezaFemur,28-08-2020 00:00:00,0-1,Amanecer,7,39,9,P2IANC3,Avimex,Merial,Bursavac,0,2,H,3,-,8
DiscondroplasiaTibial,28-08-2020 00:00:00,0-3,Amanecer,7,39,9,P2IANC3,Avimex,Merial,Bursavac,0,2,H,3,-,8
Traqueitis,28-08-2020 00:00:00,0-3,Amanecer,7,39,9,P2IANC3,Avimex,Merial,Bursavac,1,2,H,3,-,8
Aerosaculitis,28-08-2020 00:00:00,0-4,Amanecer,7,39,9,P2IANC3,Avimex,Merial,Bursavac,1,2,H,3,-,8
Cardiovascular,28-08-2020 00:00:00,0-3,Amanecer,7,39,9,P2IANC3,Avimex,Merial,Bursavac,1,2,H,3,-,8
ErosionMolleja,28-08-2020 00:00:00,0-3,Amanecer,7,39,9,P2IANC3,Avimex,Merial,Bursavac,1,2,H,3,-,8
ComedorCama,28-08-2020 00:00:00,0-1,Amanecer,7,39,9,P2IANC3,Avimex,Merial,Bursavac,0,2,H,3,-,8
Proventriculitis,28-08-2020 00:00:00,0-3,Amanecer,7,39,9,P2IANC3,Avimex,Merial,Bursavac,0,2,H,3,-,8
IntestinosEngrosados,28-08-2020 00:00:00,0-1,Amanecer,7,39,9,P2IANC3,Avimex,Merial,Bursavac,0,2,H,3,-,8
IntestinosAdelgazados,28-08-2020 00:00:00,0-2,Amanecer,7,39,9,P2IANC3,Avimex,Merial,Bursavac,0,2,H,3,-,8
E.acervulina,28-08-2020 00:00:00,0-4,Amanecer,7,39,9,P2IANC3,Avimex,Merial,Bursavac,0,2,H,3,-,8
E.maxima,28-08-2020 00:00:00,0-4,Amanecer,7,39,9,P2IANC3,Avimex,Merial,Bursavac,0,2,H,3,-,8
E.tenella,28-08-2020 00:00:00,0-4,Amanecer,7,39,9,P2IANC3,Avimex,Merial,Bursavac,0,2,H,3,-,8
ExcesoMocoIntestinal,28-08-2020 00:00:00,0-2,Amanecer,7,39,9,P2IANC3,Avimex,Merial,Bursavac,1,2,H,3,-,8
ExcesoFluidoIntestinal,28-08-2020 00:00:00,0-1,Amanecer,7,39,9,P2IANC3,Avimex,Merial,Bursavac,0,2,H,3,-,8
DescamacionIntestinal,28-08-2020 00:00:00,0-2,Amanecer,7,39,9,P2IANC3,Avimex,Merial,Bursavac,0,2,H,3,-,8
Tenias,28-08-2020 00:00:00,0-1,Amanecer,7,39,9,P2IANC3,Avimex,Merial,Bursavac,0,2,H,3,-,8
EnteritisNecrotica,28-08-2020 00:00:00,0-1,Amanecer,7,39,9,P2IANC3,Avimex,Merial,Bursavac,0,2,H,3,-,8
PasajeAlimento,28-08-2020 00:00:00,0-2,Amanecer,7,39,9,P2IANC3,Avimex,Merial,Bursavac,0,2,H,3,-,8
GasCecal,28-08-2020 00:00:00,0-2,Amanecer,7,39,9,P2IANC3,Avimex,Merial,Bursavac,1,2,H,3,-,8
HiperemiaIntestinal,28-08-2020 00:00:00,0-1,Amanecer,7,39,9,P2IANC3,Avimex,Merial,Bursavac,0,2,H,3,-,8
QuemaduraAmoniaco,28-08-2020 00:00:00,0-1,Amanecer,7,39,9,P2IANC3,Avimex,Merial,Bursavac,0,2,H,3,-,8
Aspergilosis,28-08-2020 00:00:00,0-1,Amanecer,7,39,9,P2IANC3,Avimex,Merial,Bursavac,0,2,H,3,-,8
Ascitis,28-08-2020 00:00:00,0-1,Amanecer,7,39,9,P2IANC3,Avimex,Merial,Bursavac,0,2,H,3,-,8
Ascaridios/GusanosRedondos,28-08-2020 00:00:00,0-1,Amanecer,7,39,9,P2IANC3,Avimex,Merial,Bursavac,0,2,H,3,-,8
HemorragiasPetequiales,28-08-2020 00:00:00,0-1,Amanecer,7,39,9,P2IANC3,Avimex,Merial,Bursavac,1,2,H,3,-,8
PiernasPalidas,28-08-2020 00:00:00,0-1,Amanecer,7,39,9,P2IANC3,Avimex,Merial,Bursavac,0,3,M,4,C,9
Rasguños,28-08-2020 00:00:00,0-1,Amanecer,7,39,9,P2IANC3,Avimex,Merial,Bursavac,0,3,M,4,C,9
LesionCojinetePlantar,28-08-2020 00:00:00,0-3,Amanecer,7,39,9,P2IANC3,Avimex,Merial,Bursavac,1,3,M,4,C,9
LesionCavidadOral,28-08-2020 00:00:00,0-1,Amanecer,7,39,9,P2IANC3,Avimex,Merial,Bursavac,0,3,M,4,C,9
RetencionSacoVitelino,28-08-2020 00:00:00,0-1,Amanecer,7,39,9,P2IANC3,Avimex,Merial,Bursavac,0,3,M,4,C,9
AtrofiaTimo,28-08-2020 00:00:00,0-2,Amanecer,7,39,9,P2IANC3,Avimex,Merial,Bursavac,0,3,M,4,C,9
DañoBolsa,28-08-2020 00:00:00,0-3,Amanecer,7,39,9,P2IANC3,Avimex,Merial,Bursavac,0,3,M,4,C,9
NecrosisCabezaFemur,28-08-2020 00:00:00,0-1,Amanecer,7,39,9,P2IANC3,Avimex,Merial,Bursavac,0,3,M,4,C,9
DiscondroplasiaTibial,28-08-2020 00:00:00,0-3,Amanecer,7,39,9,P2IANC3,Avimex,Merial,Bursavac,0,3,M,4,C,9
Traqueitis,28-08-2020 00:00:00,0-3,Amanecer,7,39,9,P2IANC3,Avimex,Merial,Bursavac,0,3,M,4,C,9
Aerosaculitis,28-08-2020 00:00:00,0-4,Amanecer,7,39,9,P2IANC3,Avimex,Merial,Bursavac,0,3,M,4,C,9
Cardiovascular,28-08-2020 00:00:00,0-3,Amanecer,7,39,9,P2IANC3,Avimex,Merial,Bursavac,0,3,M,4,C,9
ErosionMolleja,28-08-2020 00:00:00,0-3,Amanecer,7,39,9,P2IANC3,Avimex,Merial,Bursavac,0,3,M,4,C,9
ComedorCama,28-08-2020 00:00:00,0-1,Amanecer,7,39,9,P2IANC3,Avimex,Merial,Bursavac,0,3,M,4,C,9
Proventriculitis,28-08-2020 00:00:00,0-3,Amanecer,7,39,9,P2IANC3,Avimex,Merial,Bursavac,0,3,M,4,C,9
IntestinosEngrosados,28-08-2020 00:00:00,0-1,Amanecer,7,39,9,P2IANC3,Avimex,Merial,Bursavac,0,3,M,4,C,9
IntestinosAdelgazados,28-08-2020 00:00:00,0-2,Amanecer,7,39,9,P2IANC3,Avimex,Merial,Bursavac,0,3,M,4,C,9
E.acervulina,28-08-2020 00:00:00,0-4,Amanecer,7,39,9,P2IANC3,Avimex,Merial,Bursavac,0,3,M,4,C,9
E.maxima,28-08-2020 00:00:00,0-4,Amanecer,7,39,9,P2IANC3,Avimex,Merial,Bursavac,0,3,M,4,C,9
E.tenella,28-08-2020 00:00:00,0-4,Amanecer,7,39,9,P2IANC3,Avimex,Merial,Bursavac,0,3,M,4,C,9
ExcesoMocoIntestinal,28-08-2020 00:00:00,0-2,Amanecer,7,39,9,P2IANC3,Avimex,Merial,Bursavac,1,3,M,4,C,9
ExcesoFluidoIntestinal,28-08-2020 00:00:00,0-1,Amanecer,7,39,9,P2IANC3,Avimex,Merial,Bursavac,0,3,M,4,C,9
DescamacionIntestinal,28-08-2020 00:00:00,0-2,Amanecer,7,39,9,P2IANC3,Avimex,Merial,Bursavac,0,3,M,4,C,9
Tenias,28-08-2020 00:00:00,0-1,Amanecer,7,39,9,P2IANC3,Avimex,Merial,Bursavac,0,3,M,4,C,9
EnteritisNecrotica,28-08-2020 00:00:00,0-1,Amanecer,7,39,9,P2IANC3,Avimex,Merial,Bursavac,0,3,M,4,C,9
PasajeAlimento,28-08-2020 00:00:00,0-2,Amanecer,7,39,9,P2IANC3,Avimex,Merial,Bursavac,0,3,M,4,C,9
GasCecal,28-08-2020 00:00:00,0-2,Amanecer,7,39,9,P2IANC3,Avimex,Merial,Bursavac,0,3,M,4,C,9
HiperemiaIntestinal,28-08-2020 00:00:00,0-1,Amanecer,7,39,9,P2IANC3,Avimex,Merial,Bursavac,0,3,M,4,C,9
QuemaduraAmoniaco,28-08-2020 00:00:00,0-1,Amanecer,7,39,9,P2IANC3,Avimex,Merial,Bursavac,0,3,M,4,C,9
Aspergilosis,28-08-2020 00:00:00,0-1,Amanecer,7,39,9,P2IANC3,Avimex,Merial,Bursavac,0,3,M,4,C,9
Ascitis,28-08-2020 00:00:00,0-1,Amanecer,7,39,9,P2IANC3,Avimex,Merial,Bursavac,0,3,M,4,C,9
Ascaridios/GusanosRedondos,28-08-2020 00:00:00,0-1,Amanecer,7,39,9,P2IANC3,Avimex,Merial,Bursavac,0,3,M,4,C,9
HemorragiasPetequiales,28-08-2020 00:00:00,0-1,Amanecer,7,39,9,P2IANC3,Avimex,Merial,Bursavac,0,3,M,4,C,9
PiernasPalidas,28-08-2020 00:00:00,0-1,Amanecer,7,39,9,P2IANC3,Avimex,Merial,Bursavac,0,4,M ,4,C,9
Rasguños,28-08-2020 00:00:00,0-1,Amanecer,7,39,9,P2IANC3,Avimex,Merial,Bursavac,0,4,M ,4,C,9
LesionCojinetePlantar,28-08-2020 00:00:00,0-3,Amanecer,7,39,9,P2IANC3,Avimex,Merial,Bursavac,1,4,M ,4,C,9
LesionCavidadOral,28-08-2020 00:00:00,0-1,Amanecer,7,39,9,P2IANC3,Avimex,Merial,Bursavac,0,4,M ,4,C,9
RetencionSacoVitelino,28-08-2020 00:00:00,0-1,Amanecer,7,39,9,P2IANC3,Avimex,Merial,Bursavac,1,4,M ,4,C,9
AtrofiaTimo,28-08-2020 00:00:00,0-2,Amanecer,7,39,9,P2IANC3,Avimex,Merial,Bursavac,0,4,M ,4,C,9
DañoBolsa,28-08-2020 00:00:00,0-3,Amanecer,7,39,9,P2IANC3,Avimex,Merial,Bursavac,0,4,M ,4,C,9
NecrosisCabezaFemur,28-08-2020 00:00:00,0-1,Amanecer,7,39,9,P2IANC3,Avimex,Merial,Bursavac,0,4,M ,4,C,9
DiscondroplasiaTibial,28-08-2020 00:00:00,0-3,Amanecer,7,39,9,P2IANC3,Avimex,Merial,Bursavac,0,4,M ,4,C,9
Traqueitis,28-08-2020 00:00:00,0-3,Amanecer,7,39,9,P2IANC3,Avimex,Merial,Bursavac,0,4,M ,4,C,9
Aerosaculitis,28-08-2020 00:00:00,0-4,Amanecer,7,39,9,P2IANC3,Avimex,Merial,Bursavac,0,4,M ,4,C,9
Cardiovascular,28-08-2020 00:00:00,0-3,Amanecer,7,39,9,P2IANC3,Avimex,Merial,Bursavac,1,4,M ,4,C,9
ErosionMolleja,28-08-2020 00:00:00,0-3,Amanecer,7,39,9,P2IANC3,Avimex,Merial,Bursavac,0,4,M ,4,C,9
ComedorCama,28-08-2020 00:00:00,0-1,Amanecer,7,39,9,P2IANC3,Avimex,Merial,Bursavac,0,4,M ,4,C,9
Proventriculitis,28-08-2020 00:00:00,0-3,Amanecer,7,39,9,P2IANC3,Avimex,Merial,Bursavac,0,4,M ,4,C,9
IntestinosEngrosados,28-08-2020 00:00:00,0-1,Amanecer,7,39,9,P2IANC3,Avimex,Merial,Bursavac,0,4,M ,4,C,9
IntestinosAdelgazados,28-08-2020 00:00:00,0-2,Amanecer,7,39,9,P2IANC3,Avimex,Merial,Bursavac,0,4,M ,4,C,9
E.acervulina,28-08-2020 00:00:00,0-4,Amanecer,7,39,9,P2IANC3,Avimex,Merial,Bursavac,0,4,M ,4,C,9
E.maxima,28-08-2020 00:00:00,0-4,Amanecer,7,39,9,P2IANC3,Avimex,Merial,Bursavac,0,4,M ,4,C,9
E.tenella,28-08-2020 00:00:00,0-4,Amanecer,7,39,9,P2IANC3,Avimex,Merial,Bursavac,0,4,M ,4,C,9
ExcesoMocoIntestinal,28-08-2020 00:00:00,0-2,Amanecer,7,39,9,P2IANC3,Avimex,Merial,Bursavac,0,4,M ,4,C,9
ExcesoFluidoIntestinal,28-08-2020 00:00:00,0-1,Amanecer,7,39,9,P2IANC3,Avimex,Merial,Bursavac,1,4,M ,4,C,9
DescamacionIntestinal,28-08-2020 00:00:00,0-2,Amanecer,7,39,9,P2IANC3,Avimex,Merial,Bursavac,0,4,M ,4,C,9
Tenias,28-08-2020 00:00:00,0-1,Amanecer,7,39,9,P2IANC3,Avimex,Merial,Bursavac,0,4,M ,4,C,9
EnteritisNecrotica,28-08-2020 00:00:00,0-1,Amanecer,7,39,9,P2IANC3,Avimex,Merial,Bursavac,0,4,M ,4,C,9
PasajeAlimento,28-08-2020 00:00:00,0-2,Amanecer,7,39,9,P2IANC3,Avimex,Merial,Bursavac,0,4,M ,4,C,9
GasCecal,28-08-2020 00:00:00,0-2,Amanecer,7,39,9,P2IANC3,Avimex,Merial,Bursavac,1,4,M ,4,C,9
HiperemiaIntestinal,28-08-2020 00:00:00,0-1,Amanecer,7,39,9,P2IANC3,Avimex,Merial,Bursavac,0,4,M ,4,C,9
QuemaduraAmoniaco,28-08-2020 00:00:00,0-1,Amanecer,7,39,9,P2IANC3,Avimex,Merial,Bursavac,0,4,M ,4,C,9
Aspergilosis,28-08-2020 00:00:00,0-1,Amanecer,7,39,9,P2IANC3,Avimex,Merial,Bursavac,0,4,M ,4,C,9
Ascitis,28-08-2020 00:00:00,0-1,Amanecer,7,39,9,P2IANC3,Avimex,Merial,Bursavac,0,4,M ,4,C,9
Ascaridios/GusanosRedondos,28-08-2020 00:00:00,0-1,Amanecer,7,39,9,P2IANC3,Avimex,Merial,Bursavac,0,4,M ,4,C,9
HemorragiasPetequiales,28-08-2020 00:00:00,0-1,Amanecer,7,39,9,P2IANC3,Avimex,Merial,Bursavac,1,4,M ,4,C,9
PiernasPalidas,28-08-2020 00:00:00,0-1,Amanecer,7,39,9,P2IANC3,Avimex,Merial,Bursavac,0,5,M,3,T-C,8
Rasguños,28-08-2020 00:00:00,0-1,Amanecer,7,39,9,P2IANC3,Avimex,Merial,Bursavac,0,5,M,3,T-C,8
LesionCojinetePlantar,28-08-2020 00:00:00,0-3,Amanecer,7,39,9,P2IANC3,Avimex,Merial,Bursavac,0,5,M,3,T-C,8
LesionCavidadOral,28-08-2020 00:00:00,0-1,Amanecer,7,39,9,P2IANC3,Avimex,Merial,Bursavac,0,5,M,3,T-C,8
RetencionSacoVitelino,28-08-2020 00:00:00,0-1,Amanecer,7,39,9,P2IANC3,Avimex,Merial,Bursavac,1,5,M,3,T-C,8
AtrofiaTimo,28-08-2020 00:00:00,0-2,Amanecer,7,39,9,P2IANC3,Avimex,Merial,Bursavac,0,5,M,3,T-C,8
DañoBolsa,28-08-2020 00:00:00,0-3,Amanecer,7,39,9,P2IANC3,Avimex,Merial,Bursavac,0,5,M,3,T-C,8
NecrosisCabezaFemur,28-08-2020 00:00:00,0-1,Amanecer,7,39,9,P2IANC3,Avimex,Merial,Bursavac,0,5,M,3,T-C,8
DiscondroplasiaTibial,28-08-2020 00:00:00,0-3,Amanecer,7,39,9,P2IANC3,Avimex,Merial,Bursavac,0,5,M,3,T-C,8
Traqueitis,28-08-2020 00:00:00,0-3,Amanecer,7,39,9,P2IANC3,Avimex,Merial,Bursavac,0,5,M,3,T-C,8
Aerosaculitis,28-08-2020 00:00:00,0-4,Amanecer,7,39,9,P2IANC3,Avimex,Merial,Bursavac,1,5,M,3,T-C,8
Cardiovascular,28-08-2020 00:00:00,0-3,Amanecer,7,39,9,P2IANC3,Avimex,Merial,Bursavac,0,5,M,3,T-C,8
ErosionMolleja,28-08-2020 00:00:00,0-3,Amanecer,7,39,9,P2IANC3,Avimex,Merial,Bursavac,0,5,M,3,T-C,8
ComedorCama,28-08-2020 00:00:00,0-1,Amanecer,7,39,9,P2IANC3,Avimex,Merial,Bursavac,0,5,M,3,T-C,8
Proventriculitis,28-08-2020 00:00:00,0-3,Amanecer,7,39,9,P2IANC3,Avimex,Merial,Bursavac,0,5,M,3,T-C,8
IntestinosEngrosados,28-08-2020 00:00:00,0-1,Amanecer,7,39,9,P2IANC3,Avimex,Merial,Bursavac,0,5,M,3,T-C,8
IntestinosAdelgazados,28-08-2020 00:00:00,0-2,Amanecer,7,39,9,P2IANC3,Avimex,Merial,Bursavac,1,5,M,3,T-C,8
E.acervulina,28-08-2020 00:00:00,0-4,Amanecer,7,39,9,P2IANC3,Avimex,Merial,Bursavac,0,5,M,3,T-C,8
E.maxima,28-08-2020 00:00:00,0-4,Amanecer,7,39,9,P2IANC3,Avimex,Merial,Bursavac,0,5,M,3,T-C,8
E.tenella,28-08-2020 00:00:00,0-4,Amanecer,7,39,9,P2IANC3,Avimex,Merial,Bursavac,0,5,M,3,T-C,8
ExcesoMocoIntestinal,28-08-2020 00:00:00,0-2,Amanecer,7,39,9,P2IANC3,Avimex,Merial,Bursavac,1,5,M,3,T-C,8
ExcesoFluidoIntestinal,28-08-2020 00:00:00,0-1,Amanecer,7,39,9,P2IANC3,Avimex,Merial,Bursavac,1,5,M,3,T-C,8
DescamacionIntestinal,28-08-2020 00:00:00,0-2,Amanecer,7,39,9,P2IANC3,Avimex,Merial,Bursavac,0,5,M,3,T-C,8
Tenias,28-08-2020 00:00:00,0-1,Amanecer,7,39,9,P2IANC3,Avimex,Merial,Bursavac,0,5,M,3,T-C,8
EnteritisNecrotica,28-08-2020 00:00:00,0-1,Amanecer,7,39,9,P2IANC3,Avimex,Merial,Bursavac,0,5,M,3,T-C,8
PasajeAlimento,28-08-2020 00:00:00,0-2,Amanecer,7,39,9,P2IANC3,Avimex,Merial,Bursavac,0,5,M,3,T-C,8
GasCecal,28-08-2020 00:00:00,0-2,Amanecer,7,39,9,P2IANC3,Avimex,Merial,Bursavac,0,5,M,3,T-C,8
HiperemiaIntestinal,28-08-2020 00:00:00,0-1,Amanecer,7,39,9,P2IANC3,Avimex,Merial,Bursavac,0,5,M,3,T-C,8
QuemaduraAmoniaco,28-08-2020 00:00:00,0-1,Amanecer,7,39,9,P2IANC3,Avimex,Merial,Bursavac,0,5,M,3,T-C,8
Aspergilosis,28-08-2020 00:00:00,0-1,Amanecer,7,39,9,P2IANC3,Avimex,Merial,Bursavac,0,5,M,3,T-C,8
Ascitis,28-08-2020 00:00:00,0-1,Amanecer,7,39,9,P2IANC3,Avimex,Merial,Bursavac,0,5,M,3,T-C,8
Ascaridios/GusanosRedondos,28-08-2020 00:00:00,0-1,Amanecer,7,39,9,P2IANC3,Avimex,Merial,Bursavac,0,5,M,3,T-C,8
HemorragiasPetequiales,28-08-2020 00:00:00,0-1,Amanecer,7,39,9,P2IANC3,Avimex,Merial,Bursavac,0,5,M,3,T-C,8
PiernasPalidas,28-08-2020 00:00:00,0-1,Amanecer,14,39,6,P2IANC3,Avimex,Merial,Bursavac,0,1,H,5,TX-T,8
Rasguños,28-08-2020 00:00:00,0-1,Amanecer,14,39,6,P2IANC3,Avimex,Merial,Bursavac,0,1,H,5,TX-T,8
LesionCojinetePlantar,28-08-2020 00:00:00,0-3,Amanecer,14,39,6,P2IANC3,Avimex,Merial,Bursavac,1,1,H,5,TX-T,8
